Index,Variable 1,Variable 2,Label
186,-2.133878013,0.714771587,Red
187,-0.38061693,2.137029315,Red
188,-1.153698773,2.011377343,Red
189,0.397460931,0.291261236,Blue
190,0.160596324,0.186735545,Blue
191,-1.121249713,-0.018475456,Red
192,-1.645446473,-0.680358119,Red
193,0.520606954,-0.22179147,Red
194,0.489956904,0.343231936,Blue
195,0.610519182,-0.367851597,Red
196,0.266517623,0.241485333,Blue
197,-0.474754681,1.218365117,Red
198,0.094784752,0.160637551,Blue
199,1.926332746,-0.402149762,Red
200,1.20375871,0.482943866,Red
201,0.182438643,0.205768245,Blue
202,0.340439408,0.288471729,Blue
203,0.462933572,-0.463288128,Red
204,0.173218915,0.205632567,Blue
205,0.335121383,0.293572005,Blue
206,-0.344315554,1.526443112,Red
207,0.260079942,0.25705417,Blue
208,0.274914601,0.268435007,Blue
209,0.443639787,0.366385616,Blue
210,0.414888765,-1.580645059,Red
211,-0.557935514,-0.855718646,Red
212,0.38389614,0.337515508,Blue
213,0.350747516,0.322891762,Blue
214,0.251541957,0.268481469,Blue
215,0.268901742,0.282268964,Blue
216,0.332459438,0.711618599,Red
217,0.376298323,0.351766303,Blue
218,-1.165161818,1.368038455,Red
219,0.524615716,-0.004358527,Red
220,-0.974865792,-1.555128845,Red
221,0.241054371,0.271995552,Blue
222,0.404168981,0.379109698,Blue
223,-0.792602086,0.524445485,Red
224,0.352577538,-1.157363842,Red
225,1.184457685,-0.778644714,Red
226,0.224779967,0.268138195,Blue
227,0.374613102,0.370097725,Blue
228,-1.346850796,-0.983509148,Red
229,0.692729316,0.710863537,Red
230,0.231280983,0.278974761,Blue
231,0.327389396,0.347914282,Blue
232,1.044216859,-0.783074425,Red
233,0.151598605,0.230479311,Blue
234,0.348387029,0.371897582,Blue
235,0.400388336,0.414149101,Blue
236,0.218724007,0.287148869,Blue
237,1.256284011,1.769607315,Red
238,0.187390214,0.952389688,Red
239,0.297056749,0.348753171,Blue
240,0.255202915,-0.557590113,Red
241,0.320085879,0.37061467,Blue
242,0.169704815,0.260048624,Blue
243,0.269418691,0.340818066,Blue
244,-0.879594974,-0.709242211,Red
245,0.243439205,0.324528762,Blue
246,-0.058498874,0.717860979,Red
247,-1.004981108,1.345746263,Red
248,0.152311627,0.255107693,Blue
249,0.247043635,0.335613556,Blue
250,-1.156127232,-0.246189695,Red
251,-0.093943363,-0.434403192,Red
252,-1.106217345,0.107701691,Red
253,0.340853456,0.417937231,Blue
254,-2.214938984,0.881462316,Red
255,0.323324804,0.408646079,Blue
256,-3.5,2,Blue
257,0.105860733,0.229428787,Blue
258,-0.269540069,-1.848306112,Red
259,0.016846476,2.276399388,Red
260,0.25937513,0.368251066,Blue
261,0.253807817,1.959651138,Red
262,1.004674913,1.715759642,Red
263,0.161346065,0.284499295,Blue
264,0.516037204,-1.151660858,Red
265,-0.448805712,2.14826158,Red
266,0.812173736,-0.70861772,Red
267,0.179719806,0.304720012,Blue
268,1.872919505,-0.463382274,Red
269,-0.566873613,-1.654492161,Red
270,0.305426828,0.425556211,Blue
271,-0.256524922,2.241607473,Red
272,0.23575561,0.365237785,Blue
273,0.328283343,0.45892998,Blue
274,0.326466874,0.463343536,Blue
275,0.806225114,-0.950679577,Red
276,0.268600472,0.412141709,Blue
277,0.241100539,0.389845818,Blue
278,-0.64272522,1.482368094,Red
279,0.35515976,0.511882848,Blue
280,-0.322080014,0.932989832,Red
281,-0.087596127,-0.562361726,Red
282,0.31231454,0.474324755,Blue
283,0.290895363,0.458137225,Blue
284,0.368773212,0.548117263,Blue
285,0.285791199,0.465147675,Blue
286,-0.322236594,-0.95525144,Red
287,-1.725776299,-0.157361282,Red
288,0.191956401,0.367355304,Blue
289,0.152920497,0.328145332,Blue
290,-1.437994784,0.899286688,Red
291,-0.412342582,-1.946034633,Red
292,1.677792192,-0.914653172,Red
293,0.154462184,0.334123382,Blue
294,-0.518172207,2.158117227,Red
295,-0.462038779,-1.902766874,Red
296,1.61481119,1.095471237,Red
297,-0.343976824,1.450895792,Red
298,-0.564671891,0.812244059,Red
299,-0.127185631,-1.146554663,Red
300,0.297505839,0.505069389,Blue
301,1.696573259,1.237076732,Red
302,1.342709848,0.060313522,Red
303,-0.293009791,-0.528834143,Red
304,0.362334778,-0.527736657,Red
305,1.517394864,0.262676227,Red
306,0.269340097,0.478846457,Blue
307,0.090561377,0.27050569,Blue
308,0.176303511,0.378681768,Blue
309,0.099477477,0.288364987,Blue
310,0.242774016,0.473023007,Blue
311,-0.549689449,0.921194569,Red
312,-0.438448489,-0.857665124,Red
313,0.183217881,0.403322385,Blue
314,0.193345469,0.422174249,Blue
315,0.055086459,0.24474858,Blue
316,0.526381772,0.326290827,Red
317,0.126913208,0.344682539,Blue
318,0.233337785,-0.417937716,Red
319,0.185865841,0.430283649,Blue
320,0.085850028,0.297066215,Blue
321,-1.609323788,-0.752949928,Red
322,0.169371297,0.419520209,Blue
323,1.365251331,0.453034338,Red
324,0.149630803,0.397198239,Blue
325,0.384907957,0.780930933,Red
326,-0.308480676,2.248590698,Red
327,0.166784521,0.428167655,Blue
328,0.272524249,0.592317132,Blue
329,-0.202620649,-0.5823955,Red
330,0.812740799,-1.669075575,Red
331,0.425672754,-1.863471253,Red
332,-2.026219735,1.249188945,Red
333,0.060392808,0.279629457,Blue
334,0.07399086,0.304536014,Blue
335,0.141549511,0.415082307,Blue
336,0.353351426,1.993434879,Red
337,0.183707762,0.488886668,Blue
338,0.135813802,0.418690165,Blue
339,0.597559344,-0.255252907,Red
340,1.322106733,0.599810528,Red
341,0.180038817,0.498544061,Blue
342,0.147443469,0.451644165,Blue
343,0.743563942,-1.1493396,Red
344,0.178774287,0.512778774,Blue
345,0.128559307,0.433446898,Blue
346,0.069711524,0.335711711,Blue
347,-0.975555489,0.044660364,Red
348,0.239040519,0.648517522,Blue
349,0.102916925,0.408072988,Blue
350,-1.716472854,1.336624509,Red
351,0.091740482,0.393905836,Blue
352,-0.335134084,2.174248745,Red
353,0.219938381,0.647023449,Blue
354,-0.543826468,0.820983539,Red
355,0.013923053,0.255067382,Blue
356,0.11496548,0.461151174,Blue
357,0.944139101,-1.088087322,Red
358,0.159285889,0.559848263,Blue
359,-0.897877954,-0.690425597,Red
360,-0.757320614,1.274281949,Red
361,0.59457905,0.376970075,Red
362,0.054046662,0.351418592,Blue
363,0.094073069,0.442713882,Blue
364,0.140778957,0.552253024,Blue
365,0.154711086,0.593850928,Blue
366,0.046044586,0.360083413,Blue
367,-2.039319427,1.302279634,Red
368,0.622943043,0.487434098,Red
369,0.126078376,0.551831959,Blue
370,-0.149725522,-1.210484897,Red
371,0.345602769,-1.807805671,Red
372,-0.234146751,-1.741348729,Red
373,0.165572652,0.656324723,Blue
374,-1.323247706,-0.998143254,Red
375,1.270994662,0.615090735,Red
376,0.091767494,0.492055823,Blue
377,-0.906662375,0.38057376,Red
378,0.355549375,-0.441868729,Red
379,0.016152699,0.315774267,Blue
380,0.044706728,0.394295227,Blue
381,-1.193794793,0.89081964,Red
382,1.301394801,0.50208844,Red
383,-0.342744269,1.596762276,Red
384,-0.322957943,1.544428856,Red
385,0.08111613,0.496782233,Blue
386,0.123127103,0.618957233,Blue
387,0.072825281,0.496833311,Blue
388,0.424665165,0.557306852,Red
389,-0.922937125,-1.437461115,Red
390,0.06501071,0.486594329,Blue
391,0.416670582,1.402780747,Red
392,0.114157415,0.638002857,Blue
393,0.07713004,0.545439186,Blue
394,1.729384504,1.128021824,Red
395,-0.369271508,0.675155141,Red
396,0.088689822,0.5936053,Blue
397,0.022368993,0.404532908,Blue
398,0.08724941,0.620044424,Blue
399,0.020607271,0.419892882,Blue
400,0.924798281,-0.031494726,Red
401,0.035702777,0.48164229,Blue
402,1.129166206,0.893117517,Red
403,0.080613156,0.649695873,Blue
404,0.916809923,-0.754403498,Red
405,1.996196318,0.070600065,Red
406,1.070338078,0.891377372,Red
407,0.459329167,2.222828515,Red
408,0.021714097,0.459490829,Blue
409,0.004575179,0.410207187,Blue
410,0.844734221,0.230012615,Red
411,-0.234855623,-1.00705833,Red
412,-0.002419315,0.39604395,Blue
413,0.012979175,0.468234209,Blue
414,1.934730706,-0.11879161,Red
415,0.056605701,0.659044338,Blue
416,-0.02485455,0.341390138,Blue
417,-2.030961023,0.947115037,Red
418,0.036717936,0.618829973,Blue
419,-1.441860588,-1.01245614,Red
420,-0.017065423,0.399974131,Blue
421,0.028161288,0.624903175,Blue
422,-0.029496468,0.37001836,Blue
423,-0.012433472,0.470400842,Blue
424,-2.322290904,0.017046911,Red
425,-0.010467763,0.500075547,Blue
426,-0.000565062,0.575921282,Blue
427,-0.004208407,0.976757187,Red
428,-0.842830074,-1.528262929,Red
429,-0.024190161,0.466270676,Blue
430,0.279550009,-0.161136279,Red
431,-0.162066283,-0.371096679,Red
432,-0.012879667,0.556286208,Blue
433,0.771601518,0.341667112,Red
434,1.457376227,1.309308651,Red
435,-0.012220153,0.588054505,Blue
436,-1.074528918,0.051765058,Red
437,-0.393861092,-0.080477018,Red
438,-0.005207622,0.665567289,Blue
439,-0.14330527,0.906210522,Red
440,0.204759084,-0.45726775,Red
441,-0.681795978,0.507722237,Red
442,-0.017876858,0.613129954,Blue
443,-0.047418288,0.428389739,Blue
444,-0.399188559,-0.064035861,Red
445,-0.31307199,-0.175322254,Red
446,-0.047560989,0.453634445,Blue
447,-0.045755802,0.498799537,Blue
448,-0.055440428,0.446042749,Blue
449,0.703080823,-0.053314039,Red
450,-0.0380972,0.649884355,Blue
451,1.327523645,0.590091782,Red
452,-0.319247451,-0.194506593,Red
453,1.147940002,-0.737492916,Red
454,-0.071236531,0.351790392,Blue
455,-1.472180696,0.152181007,Red
456,-0.871632991,1.473406466,Red
457,3.5,-2,Red
458,-0.07032383,0.393886444,Blue
459,-0.059207313,0.574791106,Blue
460,-0.057305755,0.665428731,Blue
461,-0.216449547,-0.516493489,Red
462,-0.074663606,0.471003441,Blue
463,-0.674684602,-0.957373493,Red
464,-0.077549214,0.485297673,Blue
465,-0.081901745,0.473116371,Blue
466,-1.042672512,1.941047894,Red
467,-0.0861566,0.458608039,Blue
468,-0.080992709,0.739794638,Blue
469,-2.39154769,0.275594739,Red
470,-0.094409975,0.411714422,Blue
471,-0.094752502,0.59858275,Blue
472,1.203099018,1.864368714,Red
473,-0.09905838,0.649555529,Blue
474,0.723964612,1.163310161,Red
475,-0.104161148,0.673255625,Blue
476,1.412106289,0.068660447,Red
477,-1.679953696,0.150042274,Red
478,1.055764819,1.016534812,Red
479,1.10177065,-0.416412628,Red
480,1.081501922,0.610775325,Red
481,2.052280153,-0.620062939,Red
482,-0.108515803,0.558357043,Blue
483,-0.110259268,0.392323768,Blue
484,-1.662701549,1.514478213,Red
485,-2.43963134,0.041717922,Red
486,-0.108372311,0.871552236,Red
487,-0.116863503,0.539615569,Blue
488,-0.129172041,0.793936801,Blue
489,1.027649066,1.807587872,Red
490,-0.5440029,1.63172735,Red
491,0.740461262,1.101007088,Red
492,-0.308908053,-0.283393999,Red
493,-0.125633014,0.545685815,Blue
494,0.569691507,2.119057574,Red
495,-1.147242571,-1.281665226,Red
496,-0.995548598,1.957832082,Red
497,1.223839321,-1.448460668,Red
498,-0.127360555,0.490814657,Blue
499,0.516635965,-1.071856652,Red
500,-1.257697111,-1.222916388,Red
501,0.097056462,-1.82712552,Red
502,-0.134789653,0.554696989,Blue
503,-0.137292046,0.524369586,Blue
504,-0.134785966,0.430006605,Blue
505,-0.139785947,0.449629596,Blue
506,0.368652955,-0.518176065,Red
507,-1.690037611,-0.246472858,Red
508,-0.14660415,0.486540296,Blue
509,-0.694639531,-0.875967362,Red
510,-0.138927703,0.363914104,Blue
511,-0.169077024,0.629192271,Blue
512,-0.150272477,0.412892442,Blue
513,-0.176117207,0.602796826,Blue
514,-0.430204238,-0.42381347,Red
515,-0.172598099,0.536163947,Blue
516,-0.169627641,0.481403778,Blue
517,-0.197577537,0.721681163,Red
518,-0.185708875,0.566653303,Blue
519,-0.18149501,0.507607457,Blue
520,1.400058916,0.186051873,Red
521,-0.177804336,0.45774041,Blue
522,-0.195567503,0.541650741,Blue
523,-0.195500267,0.515410855,Blue
524,-0.193269511,0.479528415,Blue
525,-0.248479714,0.748218349,Blue
526,-0.214962264,0.547991732,Blue
527,-0.025823798,0.986661179,Red
528,-0.415716699,2.273710895,Red
529,0.400589247,-1.199560258,Red
530,-0.217043427,0.53563897,Blue
531,-0.214776498,0.503890473,Blue
532,-0.246429448,0.626449223,Blue
533,1.266641867,-0.374702793,Red
534,-0.247816771,0.609339243,Blue
535,0.604825722,-0.335702116,Red
536,-0.216299456,0.455924758,Blue
537,-0.257838195,0.607477328,Blue
538,-0.222170371,0.447650729,Blue
539,-1.510839391,0.089495729,Red
540,-0.213246344,0.398934652,Blue
541,-0.184345588,0.279905794,Blue
542,-0.223726375,0.410709476,Blue
543,-1.462313858,1.840913057,Red
544,0.217621422,-0.561384158,Red
545,0.315765191,2.117266203,Red
546,2.035010767,0.208598732,Red
547,-0.225729125,0.404793446,Blue
548,-0.20127565,0.31040779,Blue
549,-0.228865124,0.390882557,Blue
550,0.934199065,-0.895481958,Red
551,-0.273233903,0.52014523,Blue
552,1.190556972,-0.228158093,Red
553,-0.2463656,0.42250258,Blue
554,-0.267026454,0.472788628,Blue
555,-0.29247992,0.534480359,Blue
556,-0.5867946,-1.857267127,Red
557,-0.285649006,0.500748849,Blue
558,0.531828136,-0.163771125,Red
559,-0.289601062,0.498635369,Blue
560,-0.238556512,0.346906518,Blue
561,-0.354246219,0.645174674,Blue
562,-0.28806752,0.457616078,Blue
563,-0.291556617,0.455157326,Blue
564,1.209894035,-0.054581629,Red
565,0.096025333,-0.51593773,Red
566,-1.512112042,0.411967866,Red
567,-0.369373234,0.636975892,Blue
568,-0.311481371,0.481700872,Blue
569,-0.270466556,0.3730857,Blue
570,-0.261186309,0.342680263,Blue
571,-0.281440705,-1.77117829,Red
572,-0.308347083,0.441714115,Blue
573,-0.862100369,-0.497891673,Red
574,0.327234039,1.491577066,Red
575,-0.307327394,0.429373955,Blue
576,-2.402729786,0.148777812,Red
577,0.705717011,-1.189559227,Red
578,-0.344647221,0.50100314,Blue
579,-0.225520817,-0.302879988,Red
580,0.657675247,2.221254284,Red
581,-1.20657758,-0.3479372,Red
582,1.238232174,0.525510043,Red
583,-0.30393791,0.403055195,Blue
584,0.63636476,1.259174011,Red
585,-0.901772228,-1.521383284,Red
586,-0.226969399,-0.204359199,Red
587,-0.291061782,0.36716449,Blue
588,-0.355018276,0.490208629,Blue
589,-0.323908714,0.417184013,Blue
590,-0.842355445,-0.608844255,Red
591,-0.356761102,0.47304508,Blue
592,0.700641653,0.248853326,Red
593,1.355308584,-0.221031288,Red
594,-0.121876315,-1.806546388,Red
595,-0.374911824,0.498249819,Blue
596,-1.583582188,0.503240587,Red
597,-0.538832256,0.795470099,Red
598,-0.995502659,-0.439375074,Red
599,-0.450817124,0.632066349,Blue
600,-0.21883789,-0.601464255,Red
601,-0.437077623,0.593774655,Blue
602,-0.351673054,0.42571,Blue
603,-0.36812325,0.446549274,Blue
604,-0.362275811,0.427236515,Blue
605,-0.241218391,-1.076847615,Red
606,-0.389695247,0.466126837,Blue
607,-0.426954657,0.520284804,Blue
608,-1.83401849,1.239849866,Red
609,-0.785197128,-0.72408152,Red
610,-1.455051677,-0.899036466,Red
611,-0.355915044,0.391489349,Blue
612,-0.415936777,0.48224931,Blue
613,1.883531108,0.568689325,Red
614,-0.459062153,-0.035983646,Red
615,0.211858557,-1.336135831,Red
616,-0.414540998,0.470698401,Blue
617,-0.294005738,-0.16833961,Red
618,-0.406905475,0.449550656,Blue
619,-0.297700738,-0.071323105,Red
620,-0.631907847,2.060881907,Red
621,-0.468440377,0.536833424,Blue
622,-0.516745305,0.600795228,Blue
623,-0.411612895,0.431347432,Blue
624,1.044640371,-0.757387327,Red
625,0.558788973,-0.338198518,Red
626,-0.369718563,-1.194702648,Red
627,-0.30941396,0.271779465,Blue
628,-1.398516036,1.781888372,Red
629,-0.36320439,0.344646782,Blue
630,-0.413174782,0.409569272,Blue
631,-0.357528647,-0.467781575,Red
632,-1.249919332,1.088424948,Red
633,-0.373272752,0.345629999,Blue
634,-0.489505071,0.500122876,Blue
635,-0.351169173,-0.364136108,Red
636,-0.464063743,0.456310463,Blue
637,-1.363510447,1.821605482,Red
638,-0.353271254,0.299279755,Blue
639,-0.4539355,0.426352784,Blue
640,-0.473409483,0.443810522,Blue
641,-0.436390065,0.388389257,Blue
642,-0.576402805,0.557344087,Blue
643,-0.258795204,-0.201019273,Red
644,-0.449270786,0.390077478,Blue
645,-0.529164687,0.480253201,Blue
646,-0.481304954,0.414247561,Blue
647,-0.449724534,0.369412042,Blue
648,-0.448511581,0.361166773,Blue
649,0.708005279,1.722143602,Red
650,-0.558504549,0.480323644,Blue
651,0.553375431,-0.302006779,Red
652,1.002179788,1.952213821,Red
653,-0.916369269,2.074230203,Red
654,-0.413146098,0.308038775,Blue
655,0.505859368,-0.871150687,Red
656,-0.398099985,0.285486024,Blue
657,-1.584386499,-0.177229843,Red
658,-0.213036969,-0.3077511,Red
659,-0.376682545,-0.196477329,Red
660,-1.10129264,-0.095449286,Red
661,-0.584844805,0.483852687,Blue
662,1.385516303,-0.025197944,Red
663,-0.554574749,0.442728416,Blue
664,0.633276174,0.278006387,Red
665,0.190520344,0.761550078,Red
666,0.817084318,1.215130356,Red
667,-1.517028085,1.656780672,Red
668,-0.559914605,0.440428654,Blue
669,-0.509825146,0.380321285,Blue
670,-0.595836931,0.461565402,Blue
671,-0.987969882,-0.411238946,Red
672,-0.669621919,0.527841032,Blue
673,-0.430155198,-0.266306903,Red
674,-0.572706893,0.422180343,Blue
675,-0.640567185,0.480966111,Blue
676,1.615537646,1.334999852,Red
677,-1.93532298,1.337830455,Red
678,-0.540245032,0.375672357,Blue
679,1.518844389,-1.273424398,Red
680,-0.385509528,-0.018484427,Red
681,-1.214338298,-1.46915658,Red
682,1.148454608,-1.222381186,Red
683,0.053024393,2.074532903,Red
684,-0.484919682,0.316192407,Blue
685,-0.890574979,0.51503077,Red
686,-0.572429463,0.391912152,Blue
687,-0.429493775,0.253152067,Blue
688,-1.257424712,0.840342962,Red
689,-0.376744938,0.200252803,Blue
690,-0.661508259,0.046705364,Red
691,-2.077501799,0.177539124,Red
692,0.750036454,1.235646227,Red
693,-0.556414902,0.356174462,Blue
694,-1.07959956,-1.554294886,Red
695,-0.526288072,0.322975564,Blue
696,-0.467261318,0.265703719,Blue
697,-0.469374619,0.262119281,Blue
698,0.868364598,-0.863091383,Red
699,-0.639921744,0.399616532,Blue
700,-0.122658186,-0.646713961,Red
701,0.5591348,2.140795363,Red
702,0.266766007,1.587504672,Red
703,-0.553344696,0.320714076,Blue
704,0.108751974,-0.587439657,Red
705,0.194820884,1.424878286,Red
706,-1.506673184,-1.068764154,Red
707,-0.976143316,1.19508899,Red
708,0.424610414,1.525386112,Red
709,-0.860199572,0.412932712,Red
710,-0.533195629,0.298048571,Blue
711,0.432736335,-1.820881714,Red
712,-1.410930471,-0.889704331,NA
713,-0.5133286,0.276195126,Blue
714,-0.41614211,0.194130416,Blue
715,-1.286730983,-0.861924365,Red
716,0.023615946,-0.414079323,Red
717,0.490049499,0.494512006,Red
718,-0.669881785,0.386029736,Blue
719,0.728009723,-0.855414642,Red
720,-0.498977492,0.248446647,Blue
721,-0.487119211,0.234248372,Blue
722,-0.665523355,0.360623944,Blue
723,-1.094613761,2.134203107,Red
724,-1.003173962,-0.450681373,Red
725,-0.683939087,0.36678721,Blue
726,0.566946506,1.43649634,Red
727,-0.496257989,0.225563206,Blue
728,1.851767047,-0.740573952,Red
729,-1.730802059,0.459121936,Red
730,-0.494309168,0.219118766,Blue
731,-0.654475631,0.324665421,Blue
732,0.479996686,-0.349241647,Red
733,-0.22960265,-0.9049425,Red
734,-1.300836338,-1.454042082,Red
735,-0.634923141,0.304607636,Blue
736,-0.507822149,0.21325651,Blue
737,-0.471870701,0.184633541,Blue
738,-0.458193344,0.171223565,Blue
739,-0.767083799,0.362811655,Blue
740,0.626427187,0.213220934,Red
741,-0.701613326,0.314280237,Blue
742,-0.592839754,0.240676642,Blue
743,-0.341902444,-1.909459991,Red
744,Blue,-0.984293773,Red
745,-0.455227857,0.152070053,Blue
746,0.489371168,0.587468614,Red
747,-0.630671887,0.251674974,Blue
748,1.078173657,2.014982701,Red
749,1.358718332,0.194082051,Red
750,-0.629399078,0.24491326,Blue
751,-0.601804947,0.223193411,Blue
752,-0.604620619,0.219139229,Blue
753,-0.365061103,-0.97303719,Red
754,-0.718127577,0.276028762,Blue
755,1.957890733,-0.002700637,Red
756,1.010532946,-0.354236446,Red
757,1.887921611,-0.593138667,Red
758,-0.480395592,0.140777227,Blue
759,-0.532354593,0.16405051,Blue
760,-0.394384545,0.087409622,Blue
761,-0.507442355,0.141780245,Blue
762,-0.51820578,0.142694458,Blue
763,-0.477751885,0.118249799,Blue
764,-0.454682281,0.102987874,Blue
765,0.463296588,0.846901164,Red
766,-0.505846877,1.40098223,Red
